아파트 이름,건축 연도,거래 연도,거래 월,거래 일,보증금(만원),월세(만원),전용 면적(㎡),층수,법정동명
래미안힐스테이트고덕,2016,2017,3,4,"58,000",0,97.26,5,고덕동
래미안힐스테이트고덕,2016,2017,3,21,"36,800",0,59.35,5,고덕동
강동상떼빌,2007,2017,3,1,"42,000",0,119.7,18,천호동
삼익그린2차,1983,2017,3,2,"40,000",0,107.56,15,명일동
삼익가든,1984,2017,3,11,"34,000",0,71.2,8,명일동
래미안힐스테이트고덕,2016,2017,3,1,"13,000",70,84.88,2,고덕동
삼익가든,1984,2017,4,17,"34,000",0,72.55,12,명일동
삼익그린2차,1983,2017,4,17,"33,000",0,66.87,12,명일동
고덕리엔파크3단지,2011,2017,4,25,"43,000",0,84.98,15,상일동
한솔솔파크,2009,2017,4,27,"50,000",0,84.98,15,암사동
한신아파트,1991,2017,4,22,"25,500",0,58.08,1,천호동
롯데캐슬퍼스트,2008,2017,4,28,"52,000",0,84.81,13,암사동
둔촌푸르지오,2010,2017,4,5,"20,500",50,84.91,8,둔촌동
코오롱상가아파트,1988,2017,4,6,"19,000",0,56.4,6,천호동
래미안힐스테이트고덕,2016,2017,4,21,"45,000",0,59.35,12,고덕동
래미안강동팰리스,2017,2017,4,17,"55,000",0,84.97,39,천호동
삼익가든,1984,2017,5,13,"46,000",0,117.76,7,명일동
고덕 아이파크,2011,2017,5,27,"58,500",0,84.98,9,고덕동
고덕주공9,1985,2017,5,12,"38,000",0,83.52,4,명일동
고덕주공9,1985,2017,5,9,"40,000",0,83.21,5,명일동
에스케이허브진,2004,2017,5,10,"34,000",0,47.36,11,성내동
에이치비골드빌(102동),2004,2017,5,4,"9,000",75,64.19,11,길동
고덕주공9,1985,2017,5,30,"42,000",0,83.34,10,명일동
래미안강동팰리스,2017,2017,5,8,"48,000",0,59.98,21,천호동
둔촌푸르지오,2010,2017,5,8,"44,000",0,59.98,13,둔촌동
둔촌푸르지오,2010,2017,5,12,"44,000",0,59.98,16,둔촌동
롯데캐슬퍼스트,2008,2017,6,17,"60,000",0,111.22,23,암사동
명일우성,1986,2017,6,28,"55,000",0,133.65,14,명일동
고덕주공9,1985,2017,6,26,"44,000",0,83.52,2,명일동
선사현대아파트,2000,2017,6,24,"40,000",0,59.64,10,암사동
롯데캐슬퍼스트,2008,2017,6,10,"65,000",0,111.22,24,암사동
래미안강동팰리스,2017,2017,6,9,"60,000",0,84.97,22,천호동
삼성광나루,2002,2017,6,21,"45,000",0,84.79,8,암사동
동성아파트,2002,2017,6,1,"29,000",0,84.28,1,천호동
한솔애리즈,2010,2017,6,10,"40,000",0,84.74,2,성내동
신동아,1983,2017,6,5,"5,000",48,72.41,10,길동
삼익그린2차,1983,2017,7,12,"38,000",0,66.87,11,명일동
명일지에스아파트,1999,2017,7,11,"44,000",0,84.9,10,명일동
고덕리엔파크3단지,2011,2017,7,24,"44,000",0,59.83,7,상일동
태천해오름아파트,2002,2017,7,28,"22,000",0,48.83,1,천호동
태천해오름아파트,2002,2017,7,28,"22,000",0,48.83,1,천호동
메이저,2001,2017,7,15,"39,500",0,76.74,6,성내동
래미안힐스테이트고덕,2016,2017,7,14,"65,000",0,84.83,34,고덕동
신성둔촌미소지움2,2000,2017,7,14,"39,000",0,59.88,17,둔촌동
롯데캐슬퍼스트,2008,2017,7,1,"62,500",0,133.97,7,암사동
중앙하이츠,1998,2017,7,24,"32,000",0,59.85,5,천호동
현대(고덕),1986,2017,8,5,"40,000",0,131.83,12,명일동
삼익파크맨션,1982,2017,8,9,"45,000",0,151.47,11,길동
신동아,1983,2017,8,31,"16,000",0,72.29,8,길동
성원,1995,2017,8,19,"4,000",90,59.22,8,둔촌동
KNP이스트빌,2004,2017,8,28,"38,000",0,84.87,7,둔촌동
현대,1987,2017,8,5,"32,000",0,59.36,10,성내동
고덕 아이파크,2011,2017,8,19,"62,000",0,84.98,7,고덕동
래미안힐스테이트고덕,2016,2017,8,31,"38,000",70,84.9,18,고덕동
롯데캐슬퍼스트,2008,2017,8,7,"40,000",65,102.34,7,암사동
신동아,1983,2017,8,18,"10,000",0,60.42,2,길동
고덕삼환아파트,1987,2017,9,9,"42,000",0,84.644,12,명일동
선사현대아파트,2000,2017,9,2,"39,500",0,59.64,24,암사동
래미안힐스테이트고덕,2016,2017,9,4,"68,000",0,84.9,14,고덕동
강동상떼빌,2007,2017,9,24,"52,000",0,119.7,17,천호동
배재현대,1995,2017,9,15,"40,000",0,59.94,5,고덕동
롯데캐슬퍼스트,2008,2017,9,26,"10,000",145,84.98,16,암사동
강동상떼빌,2007,2017,9,12,"33,000",0,94.36,19,천호동
현대,1987,2017,9,25,"28,500",0,59.36,1,성내동
래미안강동팰리스,2017,2017,9,26,"95,000",0,151.84,45,천호동
선사현대아파트,2000,2017,9,16,"37,000",0,59.64,6,암사동
래미안힐스테이트고덕,2016,2017,10,22,"68,000",0,84.94,21,고덕동
명일우성,1986,2017,10,10,"58,000",0,133.65,13,명일동
고덕 아이파크,2011,2017,10,1,"90,000",0,177.99,1,고덕동
고덕주공9,1985,2017,10,17,"39,000",0,83.34,4,명일동
선사현대아파트,2000,2017,10,31,"37,500",0,59.64,1,암사동
고덕리엔파크3단지,2011,2017,10,27,"47,000",0,84.87,15,상일동
래미안강동팰리스,2017,2017,10,31,"50,000",0,59.98,28,천호동
에이치비골드빌(102동),2004,2017,10,23,"34,000",0,64.19,3,길동
래미안강동팰리스,2017,2017,10,15,"57,000",0,84.97,7,천호동
강동역신동아파밀리에,2015,2017,10,16,"70,000",0,107.34,34,천호동
선사현대아파트,2000,2017,11,24,"38,000",0,58.68,12,암사동
고덕주공9,1985,2017,11,7,"38,000",0,83.52,8,명일동
고덕주공9,1985,2017,11,7,"39,500",0,83.52,14,명일동
고덕 아이파크,2011,2017,11,28,"50,000",0,84.98,16,고덕동
프라이어팰리스,2007,2017,11,4,"60,000",0,84.988,22,암사동
래미안힐스테이트고덕,2016,2017,11,30,"8,000",180,84.9,12,고덕동
삼익그린2차,1983,2017,11,16,"34,000",0,54.81,14,명일동
래미안힐스테이트고덕,2016,2017,11,7,"115,000",0,141.64,15,고덕동
다성이즈빌(320),2017,2017,11,17,"36,000",0,46.55,2,천호동
아이퍼스트빌,2012,2017,11,16,"15,000",0,15.94,8,성내동
한양,1986,2017,12,23,"49,500",0,84.92,10,명일동
삼익그린2차,1983,2017,12,21,"25,000",0,42.93,9,명일동
고덕주공9,1985,2017,12,4,"37,500",0,83.21,7,명일동
명일우성,1986,2017,12,19,"46,000",0,84.93,1,명일동
강동역두산위브센티움,2004,2017,12,9,"35,000",0,59.96,2,천호동
동아,1992,2017,12,9,"28,000",0,54.22,1,둔촌동
현대코아아파트,1999,2017,12,18,"34,000",0,59.9,16,천호동
다성이즈빌(320),2017,2017,12,18,"38,000",0,57.78,3,천호동
삼익그린2차,1983,2017,12,29,"35,500",0,66.87,5,명일동
프라이어팰리스,2007,2017,12,4,"57,000",0,84.988,15,암사동
길동우성,1994,2018,2,21,"32,000",0,57.1,8,길동
동아,1992,2018,2,11,"16,000",0,54.22,8,둔촌동
성내동삼성아파트,1999,2018,2,19,"35,000",0,59.88,16,성내동
삼환,1992,2018,2,10,"41,000",0,84.92,17,명일동
강동역신동아파밀리에,2015,2018,2,24,"64,500",0,94.61,35,천호동
강동역신동아파밀리에,2015,2018,2,21,"20,000",0,101.25,25,천호동
고덕리엔파크3단지,2011,2018,2,22,"30,000",0,84.83,3,상일동
강변그대가리버뷰,2007,2018,2,22,"50,000",0,84.99,3,천호동
동아,1992,2018,2,16,"27,000",0,54.22,9,둔촌동
선사현대아파트,2000,2018,2,22,"38,500",0,59.64,24,암사동
삼환,1992,2018,3,23,"45,000",0,84.92,11,명일동
한강현대,1999,2018,3,10,"35,000",0,59.94,18,암사동
삼익그린2차,1983,2018,3,8,"46,000",0,107.555,2,명일동
명일진로,1994,2018,3,22,"50,000",0,118.44,15,명일동
삼익그린2차,1983,2018,3,22,"45,000",0,84.76,12,명일동
둔촌푸르지오,2010,2018,3,13,"50,000",0,84.92,4,둔촌동
희훈리치파크1,2002,2018,3,28,"42,000",0,84.05,10,길동
한솔브리즈,2004,2018,3,5,"40,000",0,125.04,8,길동
성내1차e-편한세상,2003,2018,3,1,"49,000",0,84.49,12,성내동
한건브리앙아파트,2004,2018,3,3,"30,000",0,81.7,7,천호동
신동아파밀리에,2002,2018,4,4,"35,000",0,59.4,12,둔촌동
삼성광나루,2002,2018,4,4,"48,000",0,84.79,1,암사동
대상,1999,2018,4,24,"24,000",0,59.91,2,길동
삼익그린2차,1983,2018,4,11,"34,000",0,66.87,12,명일동
삼성광나루,2002,2018,4,4,"48,000",0,84.79,1,암사동
한강현대,1999,2018,4,20,"9,000",80,59.94,17,암사동
현대(고덕),1986,2018,4,11,"50,000",0,84.91,8,명일동
래미안강동팰리스,2017,2018,4,15,"75,000",0,84.97,33,천호동
프라이어팰리스,2007,2018,4,25,"45,000",0,59.983,19,암사동
프라이어팰리스,2007,2018,4,14,"54,500",0,84.975,18,암사동
둔촌푸르지오,2010,2018,5,11,"62,000",0,113.67,14,둔촌동
삼익그린2차,1983,2018,5,1,"35,500",0,66.87,15,명일동
금정우리가,2018,2018,5,3,"6,000",65,29.4676,4,암사동
삼익파크맨션,1982,2018,5,29,"15,000",60,79.57,2,길동
강변그대가리버뷰,2007,2018,5,28,"50,000",0,84.97,15,천호동
강동역신동아파밀리에,2015,2018,5,20,"60,000",0,94.61,17,천호동
강변그대가리버뷰,2007,2018,5,28,"53,000",0,84.97,15,천호동
두산위브센티움,2004,2018,5,16,"14,000",0,31.37,7,천호동
중앙하이츠,1992,2018,5,18,"35,000",0,84.23,1,상일동
롯데캐슬퍼스트,2008,2018,5,5,"43,000",0,59.99,2,암사동
에스케이허브진,2004,2018,6,5,"18,000",0,33.71,5,성내동
현대홈타운,2004,2018,6,15,"49,000",0,84.98,7,암사동
