년도,월,일,시간,측정지점,소음도,비고
2018,12,24,24,성수동,-,장비 및 시스템 교체
2018,12,25,1,성수동,-,장비 및 시스템 교체
2018,12,25,2,성수동,-,장비 및 시스템 교체
2018,12,25,3,성수동,-,장비 및 시스템 교체
2018,12,25,4,성수동,-,장비 및 시스템 교체
2018,12,25,5,성수동,-,장비 및 시스템 교체
2018,12,25,6,성수동,-,장비 및 시스템 교체
2018,12,25,7,성수동,-,장비 및 시스템 교체
2018,12,25,8,성수동,-,장비 및 시스템 교체
2018,12,25,9,성수동,-,장비 및 시스템 교체
2018,12,25,10,성수동,-,장비 및 시스템 교체
2018,12,25,11,성수동,-,장비 및 시스템 교체
2018,12,25,12,성수동,-,장비 및 시스템 교체
2018,12,25,13,성수동,-,장비 및 시스템 교체
2018,12,25,14,성수동,-,장비 및 시스템 교체
2018,12,25,15,성수동,-,장비 및 시스템 교체
2018,12,25,16,성수동,-,장비 및 시스템 교체
2018,12,25,17,성수동,-,장비 및 시스템 교체
2018,12,25,18,성수동,-,장비 및 시스템 교체
2018,12,25,19,성수동,-,장비 및 시스템 교체
2018,12,25,20,성수동,-,장비 및 시스템 교체
2018,12,25,21,성수동,-,장비 및 시스템 교체
2018,12,25,22,성수동,-,장비 및 시스템 교체
2018,12,25,23,성수동,-,장비 및 시스템 교체
2018,12,25,24,성수동,-,장비 및 시스템 교체
2018,12,26,1,성수동,-,장비 및 시스템 교체
2018,12,26,2,성수동,-,장비 및 시스템 교체
2018,12,26,3,성수동,-,장비 및 시스템 교체
2018,12,26,4,성수동,-,장비 및 시스템 교체
2018,12,26,5,성수동,-,장비 및 시스템 교체
2018,12,26,6,성수동,-,장비 및 시스템 교체
2018,12,26,7,성수동,-,장비 및 시스템 교체
2018,12,26,8,성수동,-,장비 및 시스템 교체
2018,12,26,9,성수동,-,장비 및 시스템 교체
2018,12,26,10,성수동,-,장비 및 시스템 교체
2018,12,26,11,성수동,-,장비 및 시스템 교체
2018,12,26,12,성수동,-,장비 및 시스템 교체
2018,12,26,13,성수동,-,장비 및 시스템 교체
2018,12,26,14,성수동,-,장비 및 시스템 교체
2018,12,26,15,성수동,-,장비 및 시스템 교체
2018,12,26,16,성수동,-,장비 및 시스템 교체
2018,12,26,17,성수동,-,장비 및 시스템 교체
2018,12,26,18,성수동,-,장비 및 시스템 교체
2018,12,26,19,성수동,-,장비 및 시스템 교체
2018,12,26,20,성수동,-,장비 및 시스템 교체
2018,12,26,21,성수동,-,장비 및 시스템 교체
2018,12,26,22,성수동,-,장비 및 시스템 교체
2018,12,26,23,성수동,-,장비 및 시스템 교체
2018,12,26,24,성수동,-,장비 및 시스템 교체
2018,12,27,1,성수동,-,장비 및 시스템 교체
2018,12,27,2,성수동,-,장비 및 시스템 교체
2018,12,27,3,성수동,-,장비 및 시스템 교체
2018,12,27,4,성수동,-,장비 및 시스템 교체
2018,12,27,5,성수동,-,장비 및 시스템 교체
2018,12,27,6,성수동,-,장비 및 시스템 교체
2018,12,27,7,성수동,-,장비 및 시스템 교체
2018,12,27,8,성수동,-,장비 및 시스템 교체
2018,12,27,9,성수동,-,장비 및 시스템 교체
2018,12,27,10,성수동,-,장비 및 시스템 교체
2018,12,27,11,성수동,-,장비 및 시스템 교체
2018,12,27,12,성수동,-,장비 및 시스템 교체
2018,12,27,13,성수동,-,장비 및 시스템 교체
2018,12,27,14,성수동,-,장비 및 시스템 교체
2018,12,27,15,성수동,-,장비 및 시스템 교체
2018,12,27,16,성수동,-,장비 및 시스템 교체
2018,12,27,17,성수동,-,장비 및 시스템 교체
2018,12,27,18,성수동,-,장비 및 시스템 교체
2018,12,27,19,성수동,-,장비 및 시스템 교체
2018,12,27,20,성수동,-,장비 및 시스템 교체
2018,12,27,21,성수동,-,장비 및 시스템 교체
2018,12,27,22,성수동,-,장비 및 시스템 교체
2018,12,27,23,성수동,-,장비 및 시스템 교체
2018,12,27,24,성수동,-,장비 및 시스템 교체
2018,12,28,1,성수동,-,장비 및 시스템 교체
2018,12,28,2,성수동,-,장비 및 시스템 교체
2018,12,28,3,성수동,-,장비 및 시스템 교체
2018,12,28,4,성수동,-,장비 및 시스템 교체
2018,12,28,5,성수동,-,장비 및 시스템 교체
2018,12,28,6,성수동,-,장비 및 시스템 교체
2018,12,28,7,성수동,-,장비 및 시스템 교체
2018,12,28,8,성수동,-,장비 및 시스템 교체
2018,12,28,9,성수동,-,장비 및 시스템 교체
2018,12,28,10,성수동,-,장비 및 시스템 교체
2018,12,28,11,성수동,-,장비 및 시스템 교체
2018,12,28,12,성수동,-,장비 및 시스템 교체
2018,12,28,13,성수동,-,장비 및 시스템 교체
2018,12,28,14,성수동,-,장비 및 시스템 교체
2018,12,28,15,성수동,-,장비 및 시스템 교체
2018,12,28,16,성수동,-,장비 및 시스템 교체
2018,12,28,17,성수동,-,장비 및 시스템 교체
2018,12,28,18,성수동,-,장비 및 시스템 교체
2018,12,28,19,성수동,-,장비 및 시스템 교체
2018,12,28,20,성수동,-,장비 및 시스템 교체
2018,12,28,21,성수동,-,장비 및 시스템 교체
2018,12,28,22,성수동,-,장비 및 시스템 교체
2018,12,28,23,성수동,-,장비 및 시스템 교체
2018,12,28,24,성수동,-,장비 및 시스템 교체
2018,12,29,1,성수동,-,장비 및 시스템 교체
2018,12,29,2,성수동,-,장비 및 시스템 교체
2018,12,29,3,성수동,-,장비 및 시스템 교체
2018,12,29,4,성수동,-,장비 및 시스템 교체
2018,12,29,5,성수동,-,장비 및 시스템 교체
2018,12,29,6,성수동,-,장비 및 시스템 교체
2018,12,29,7,성수동,-,장비 및 시스템 교체
2018,12,29,8,성수동,-,장비 및 시스템 교체
2018,12,29,9,성수동,-,장비 및 시스템 교체
2018,12,29,10,성수동,-,장비 및 시스템 교체
2018,12,29,11,성수동,-,장비 및 시스템 교체
2018,12,29,12,성수동,-,장비 및 시스템 교체
2018,12,29,13,성수동,-,장비 및 시스템 교체
2018,12,29,14,성수동,-,장비 및 시스템 교체
2018,12,29,15,성수동,-,장비 및 시스템 교체
2018,12,29,16,성수동,-,장비 및 시스템 교체
2018,12,29,17,성수동,-,장비 및 시스템 교체
2018,12,29,18,성수동,-,장비 및 시스템 교체
2018,12,29,19,성수동,-,장비 및 시스템 교체
2018,12,29,20,성수동,-,장비 및 시스템 교체
2018,12,29,21,성수동,-,장비 및 시스템 교체
2018,12,29,22,성수동,-,장비 및 시스템 교체
2018,12,29,23,성수동,-,장비 및 시스템 교체
2018,12,29,24,성수동,-,장비 및 시스템 교체
2018,12,30,1,성수동,-,장비 및 시스템 교체
2018,12,30,2,성수동,-,장비 및 시스템 교체
2018,12,30,3,성수동,-,장비 및 시스템 교체
2018,12,30,4,성수동,-,장비 및 시스템 교체
2018,12,30,5,성수동,-,장비 및 시스템 교체
2018,12,30,6,성수동,-,장비 및 시스템 교체
2018,12,30,7,성수동,-,장비 및 시스템 교체
2018,12,30,8,성수동,-,장비 및 시스템 교체
2018,12,30,9,성수동,-,장비 및 시스템 교체
2018,12,30,10,성수동,-,장비 및 시스템 교체
2018,12,30,11,성수동,-,장비 및 시스템 교체
2018,12,30,12,성수동,-,장비 및 시스템 교체
2018,12,30,13,성수동,-,장비 및 시스템 교체
2018,12,30,14,성수동,-,장비 및 시스템 교체
2018,12,30,15,성수동,-,장비 및 시스템 교체
2018,12,30,16,성수동,-,장비 및 시스템 교체
2018,12,30,17,성수동,-,장비 및 시스템 교체
2018,12,30,18,성수동,-,장비 및 시스템 교체
2018,12,30,19,성수동,-,장비 및 시스템 교체
2018,12,30,20,성수동,-,장비 및 시스템 교체
2018,12,30,21,성수동,-,장비 및 시스템 교체
2018,12,30,22,성수동,-,장비 및 시스템 교체
2018,12,30,23,성수동,-,장비 및 시스템 교체
2018,12,30,24,성수동,-,장비 및 시스템 교체
2018,12,31,1,성수동,-,장비 및 시스템 교체
2018,12,31,2,성수동,-,장비 및 시스템 교체
2018,12,31,3,성수동,-,장비 및 시스템 교체
2018,12,31,4,성수동,-,장비 및 시스템 교체
2018,12,31,5,성수동,-,장비 및 시스템 교체
2018,12,31,6,성수동,-,장비 및 시스템 교체
2018,12,31,7,성수동,-,장비 및 시스템 교체
2018,12,31,8,성수동,-,장비 및 시스템 교체
2018,12,31,9,성수동,-,장비 및 시스템 교체
2018,12,31,10,성수동,-,장비 및 시스템 교체
2018,12,31,11,성수동,-,장비 및 시스템 교체
2018,12,31,12,성수동,-,장비 및 시스템 교체
2018,12,31,13,성수동,-,장비 및 시스템 교체
2018,12,31,14,성수동,-,장비 및 시스템 교체
2018,12,31,15,성수동,-,장비 및 시스템 교체
2018,12,31,16,성수동,-,장비 및 시스템 교체
2018,12,31,17,성수동,-,장비 및 시스템 교체
2018,12,31,18,성수동,-,장비 및 시스템 교체
2018,12,31,19,성수동,-,장비 및 시스템 교체
2018,12,31,20,성수동,-,장비 및 시스템 교체
2018,12,31,21,성수동,-,장비 및 시스템 교체
2018,12,31,22,성수동,-,장비 및 시스템 교체
2018,12,31,23,성수동,-,장비 및 시스템 교체
2018,12,31,24,성수동,-,장비 및 시스템 교체
2019,1,1,1,성수동,71.4,
2019,1,1,2,성수동,70.1,
2019,1,1,3,성수동,70.5,
2019,1,1,4,성수동,68.7,
2019,1,1,5,성수동,68.9,
2019,1,1,6,성수동,70.7,
2019,1,1,7,성수동,73.3,
2019,1,1,8,성수동,74.7,
2019,1,1,9,성수동,75.7,
2019,1,1,10,성수동,76.0,
2019,1,1,11,성수동,75.4,
2019,1,1,12,성수동,75.3,
2019,1,1,13,성수동,74.9,
2019,1,1,14,성수동,77.7,
2019,1,1,15,성수동,75.3,
2019,1,1,16,성수동,75.4,
2019,1,1,17,성수동,75.0,
2019,1,1,18,성수동,76.1,
2019,1,1,19,성수동,72.7,
2019,1,1,20,성수동,75.5,
2019,1,1,21,성수동,75.3,
2019,1,1,22,성수동,73.9,
2019,1,1,23,성수동,73.8,
2019,1,1,24,성수동,73.8,
2019,1,2,1,성수동,74.6,
2019,1,2,2,성수동,71.8,
2019,1,2,3,성수동,71.0,
2019,1,2,4,성수동,70.2,
2019,1,2,5,성수동,70.2,
2019,1,2,6,성수동,70.9,
2019,1,2,7,성수동,71.8,
2019,1,2,8,성수동,73.1,
2019,1,2,9,성수동,75.6,
2019,1,2,10,성수동,75.5,
2019,1,2,11,성수동,75.4,
2019,1,2,12,성수동,75.1,
2019,1,2,13,성수동,75.1,
2019,1,2,14,성수동,76.2,
2019,1,2,15,성수동,75.5,
2019,1,2,16,성수동,75.5,
2019,1,2,17,성수동,76.1,
2019,1,2,18,성수동,75.8,
2019,1,2,19,성수동,75.4,
2019,1,2,20,성수동,74.6,
2019,1,2,21,성수동,73.3,
2019,1,2,22,성수동,73.7,
2019,1,2,23,성수동,74.3,
2019,1,2,24,성수동,73.0,
2019,1,3,1,성수동,72.8,
2019,1,3,2,성수동,72.1,
2019,1,3,3,성수동,70.5,
2019,1,3,4,성수동,69.7,
2019,1,3,5,성수동,74.9,
2019,1,3,6,성수동,69.2,
2019,1,3,7,성수동,70.3,
2019,1,3,8,성수동,71.0,
2019,1,3,9,성수동,74.1,
2019,1,3,10,성수동,78.2,
2019,1,3,11,성수동,74.0,
2019,1,3,12,성수동,73.6,
2019,1,3,13,성수동,74.7,
2019,1,3,14,성수동,77.9,
2019,1,3,15,성수동,73.5,
2019,1,3,16,성수동,74.3,
2019,1,3,17,성수동,74.1,
2019,1,3,18,성수동,74.5,
2019,1,3,19,성수동,74.0,
2019,1,3,20,성수동,73.7,
2019,1,3,21,성수동,75.2,
2019,1,3,22,성수동,73.8,
2019,1,3,23,성수동,72.5,
2019,1,3,24,성수동,71.3,
2019,1,4,1,성수동,71.5,
2019,1,4,2,성수동,69.2,
2019,1,4,3,성수동,70.1,
2019,1,4,4,성수동,67.4,
2019,1,4,5,성수동,68.2,
2019,1,4,6,성수동,70.9,
2019,1,4,7,성수동,73.1,
2019,1,4,8,성수동,75.2,
2019,1,4,9,성수동,76.1,
2019,1,4,10,성수동,75.9,
2019,1,4,11,성수동,75.9,
2019,1,4,12,성수동,75.3,
2019,1,4,13,성수동,75.3,
2019,1,4,14,성수동,75.7,
2019,1,4,15,성수동,76.5,
2019,1,4,16,성수동,75.4,
2019,1,4,17,성수동,75.5,
2019,1,4,18,성수동,73.5,
2019,1,4,19,성수동,72.5,
2019,1,4,20,성수동,72.7,
2019,1,4,21,성수동,74.6,
2019,1,4,22,성수동,75.2,
2019,1,4,23,성수동,74.2,
2019,1,4,24,성수동,72.6,
2019,1,5,1,성수동,73.2,
2019,1,5,2,성수동,71.9,
2019,1,5,3,성수동,71.0,
2019,1,5,4,성수동,70.2,
2019,1,5,5,성수동,70.0,
2019,1,5,6,성수동,70.4,
2019,1,5,7,성수동,71.2,
2019,1,5,8,성수동,71.3,
2019,1,5,9,성수동,72.9,
2019,1,5,10,성수동,73.6,
2019,1,5,11,성수동,74.4,
2019,1,5,12,성수동,74.0,
2019,1,5,13,성수동,74.1,
2019,1,5,14,성수동,75.8,
2019,1,5,15,성수동,74.7,
2019,1,5,16,성수동,74.6,
2019,1,5,17,성수동,75.2,
2019,1,5,18,성수동,74.1,
2019,1,5,19,성수동,73.4,
2019,1,5,20,성수동,72.8,
2019,1,5,21,성수동,73.5,
2019,1,5,22,성수동,73.2,
2019,1,5,23,성수동,73.8,
2019,1,5,24,성수동,72.1,
2019,1,6,1,성수동,71.3,
2019,1,6,2,성수동,70.3,
2019,1,6,3,성수동,69.3,
2019,1,6,4,성수동,68.5,
2019,1,6,5,성수동,69.5,
2019,1,6,6,성수동,70.6,
2019,1,6,7,성수동,73.2,
2019,1,6,8,성수동,75.0,
2019,1,6,9,성수동,75.8,
2019,1,6,10,성수동,75.2,
2019,1,6,11,성수동,75.1,
2019,1,6,12,성수동,74.6,
2019,1,6,13,성수동,74.9,
2019,1,6,14,성수동,75.3,
2019,1,6,15,성수동,75.4,
2019,1,6,16,성수동,77.0,
2019,1,6,17,성수동,75.9,
2019,1,6,18,성수동,75.2,
2019,1,6,19,성수동,74.2,
2019,1,6,20,성수동,75.3,
2019,1,6,21,성수동,74.5,
2019,1,6,22,성수동,74.0,
2019,1,6,23,성수동,74.5,
2019,1,6,24,성수동,73.2,
2019,1,7,1,성수동,72.2,
2019,1,7,2,성수동,71.0,
2019,1,7,3,성수동,70.7,
2019,1,7,4,성수동,70.1,
2019,1,7,5,성수동,69.5,
2019,1,7,6,성수동,71.6,
2019,1,7,7,성수동,73.7,
2019,1,7,8,성수동,75.9,
2019,1,7,9,성수동,76.9,
2019,1,7,10,성수동,76.5,
2019,1,7,11,성수동,75.5,
2019,1,7,12,성수동,76.1,
2019,1,7,13,성수동,75.9,
2019,1,7,14,성수동,76.5,
2019,1,7,15,성수동,75.7,
2019,1,7,16,성수동,75.4,
2019,1,7,17,성수동,75.7,
2019,1,7,18,성수동,75.2,
2019,1,7,19,성수동,73.6,
2019,1,7,20,성수동,75.1,
2019,1,7,21,성수동,74.2,
2019,1,7,22,성수동,73.8,
2019,1,7,23,성수동,73.7,
2019,1,7,24,성수동,71.5,
2019,1,8,1,성수동,71.2,
2019,1,8,2,성수동,70.5,
2019,1,8,3,성수동,69.1,
2019,1,8,4,성수동,68.5,
2019,1,8,5,성수동,68.2,
2019,1,8,6,성수동,70.4,
2019,1,8,7,성수동,73.2,
2019,1,8,8,성수동,74.3,
2019,1,8,9,성수동,75.2,
2019,1,8,10,성수동,75.3,
2019,1,8,11,성수동,75.2,
2019,1,8,12,성수동,74.5,
2019,1,8,13,성수동,74.1,
2019,1,8,14,성수동,75.5,
2019,1,8,15,성수동,75.7,
2019,1,8,16,성수동,75.3,
2019,1,8,17,성수동,75.3,
2019,1,8,18,성수동,75.1,
2019,1,8,19,성수동,74.6,
2019,1,8,20,성수동,75.4,
2019,1,8,21,성수동,75.0,
2019,1,8,22,성수동,74.4,
2019,1,8,23,성수동,73.9,
2019,1,8,24,성수동,72.8,
2019,1,9,1,성수동,73.7,
2019,1,9,2,성수동,70.5,
2019,1,9,3,성수동,69.4,
2019,1,9,4,성수동,69.4,
2019,1,9,5,성수동,69.1,
2019,1,9,6,성수동,71.0,
2019,1,9,7,성수동,73.4,
2019,1,9,8,성수동,75.2,
2019,1,9,9,성수동,75.9,
2019,1,9,10,성수동,75.9,
2019,1,9,11,성수동,75.2,
2019,1,9,12,성수동,75.6,
2019,1,9,13,성수동,75.7,
2019,1,9,14,성수동,76.8,
2019,1,9,15,성수동,75.6,
2019,1,9,16,성수동,76.1,
2019,1,9,17,성수동,76.0,
2019,1,9,18,성수동,75.2,
2019,1,9,19,성수동,74.0,
2019,1,9,20,성수동,74.9,
2019,1,9,21,성수동,74.2,
2019,1,9,22,성수동,75.3,
2019,1,9,23,성수동,73.5,
2019,1,9,24,성수동,72.1,
2019,1,10,1,성수동,72.8,
2019,1,10,2,성수동,71.1,
2019,1,10,3,성수동,69.7,
2019,1,10,4,성수동,68.9,
2019,1,10,5,성수동,68.9,
2019,1,10,6,성수동,70.6,
2019,1,10,7,성수동,73.0,
2019,1,10,8,성수동,74.5,
2019,1,10,9,성수동,75.2,
2019,1,10,10,성수동,75.0,
2019,1,10,11,성수동,75.4,
2019,1,10,12,성수동,77.5,
2019,1,10,13,성수동,74.6,
2019,1,10,14,성수동,74.7,
2019,1,10,15,성수동,75.6,
2019,1,10,16,성수동,75.9,
2019,1,10,17,성수동,75.4,
2019,1,10,18,성수동,76.3,
2019,1,10,19,성수동,73.1,
2019,1,10,20,성수동,74.4,
2019,1,10,21,성수동,75.0,
2019,1,10,22,성수동,75.2,
2019,1,10,23,성수동,75.5,
2019,1,10,24,성수동,73.5,
2019,1,11,1,성수동,73.5,
2019,1,11,2,성수동,73.8,
2019,1,11,3,성수동,72.4,
2019,1,11,4,성수동,71.8,
2019,1,11,5,성수동,70.9,
2019,1,11,6,성수동,71.2,
2019,1,11,7,성수동,72.6,
2019,1,11,8,성수동,73.3,
2019,1,11,9,성수동,75.3,
2019,1,11,10,성수동,75.3,
2019,1,11,11,성수동,75.7,
2019,1,11,12,성수동,75.8,
2019,1,11,13,성수동,75.6,
2019,1,11,14,성수동,75.7,
2019,1,11,15,성수동,75.5,
2019,1,11,16,성수동,75.5,
2019,1,11,17,성수동,75.5,
2019,1,11,18,성수동,75.5,
2019,1,11,19,성수동,75.3,
2019,1,11,20,성수동,75.0,
2019,1,11,21,성수동,74.6,
2019,1,11,22,성수동,73.8,
2019,1,11,23,성수동,73.7,
2019,1,11,24,성수동,73.8,
2019,1,12,1,성수동,72.9,
2019,1,12,2,성수동,72.2,
2019,1,12,3,성수동,70.7,
2019,1,12,4,성수동,70.5,
2019,1,12,5,성수동,69.5,
2019,1,12,6,성수동,69.3,
2019,1,12,7,성수동,70.8,
2019,1,12,8,성수동,71.5,
2019,1,12,9,성수동,72.1,
2019,1,12,10,성수동,73.4,
2019,1,12,11,성수동,73.9,
2019,1,12,12,성수동,73.7,
2019,1,12,13,성수동,73.7,
2019,1,12,14,성수동,74.2,
2019,1,12,15,성수동,74.1,
2019,1,12,16,성수동,74.4,
2019,1,12,17,성수동,73.6,
2019,1,12,18,성수동,73.7,
2019,1,12,19,성수동,73.5,
2019,1,12,20,성수동,73.0,
2019,1,12,21,성수동,72.7,
2019,1,12,22,성수동,73.1,
2019,1,12,23,성수동,72.6,
2019,1,12,24,성수동,71.3,
2019,1,13,1,성수동,71.8,
2019,1,13,2,성수동,70.6,
2019,1,13,3,성수동,68.8,
2019,1,13,4,성수동,68.7,
2019,1,13,5,성수동,69.3,
2019,1,13,6,성수동,69.5,
2019,1,13,7,성수동,70.2,
2019,1,13,8,성수동,71.2,
2019,1,13,9,성수동,72.1,
2019,1,13,10,성수동,74.4,
2019,1,13,11,성수동,74.6,
2019,1,13,12,성수동,74.0,
2019,1,13,13,성수동,74.0,
2019,1,13,14,성수동,74.0,
2019,1,13,15,성수동,73.8,
2019,1,13,16,성수동,73.9,
2019,1,13,17,성수동,74.3,
2019,1,13,18,성수동,73.6,
2019,1,13,19,성수동,73.6,
2019,1,13,20,성수동,73.9,
2019,1,13,21,성수동,73.0,
2019,1,13,22,성수동,73.1,
2019,1,13,23,성수동,72.2,
2019,1,13,24,성수동,71.5,
2019,1,14,1,성수동,70.4,
2019,1,14,2,성수동,69.0,
2019,1,14,3,성수동,69.0,
2019,1,14,4,성수동,67.3,
2019,1,14,5,성수동,68.8,
2019,1,14,6,성수동,70.9,
2019,1,14,7,성수동,73.4,
2019,1,14,8,성수동,75.3,
2019,1,14,9,성수동,75.4,
2019,1,14,10,성수동,75.7,
2019,1,14,11,성수동,75.8,
2019,1,14,12,성수동,75.4,
2019,1,14,13,성수동,76.4,
2019,1,14,14,성수동,76.2,
2019,1,14,15,성수동,75.5,
2019,1,14,16,성수동,75.6,
2019,1,14,17,성수동,75.0,
2019,1,14,18,성수동,75.2,
2019,1,14,19,성수동,74.6,
2019,1,14,20,성수동,75.0,
2019,1,14,21,성수동,74.3,
2019,1,14,22,성수동,74.0,
2019,1,14,23,성수동,73.1,
2019,1,14,24,성수동,72.3,
2019,1,15,1,성수동,71.8,
2019,1,15,2,성수동,70.1,
2019,1,15,3,성수동,69.0,
2019,1,15,4,성수동,68.7,
2019,1,15,5,성수동,69.1,
2019,1,15,6,성수동,71.4,
2019,1,15,7,성수동,73.2,
2019,1,15,8,성수동,74.8,
2019,1,15,9,성수동,75.8,
2019,1,15,10,성수동,74.8,
2019,1,15,11,성수동,74.6,
2019,1,15,12,성수동,75.6,
2019,1,15,13,성수동,78.7,
2019,1,15,14,성수동,76.3,
2019,1,15,15,성수동,75.8,
2019,1,15,16,성수동,75.5,
2019,1,15,17,성수동,75.6,
2019,1,15,18,성수동,75.7,
2019,1,15,19,성수동,73.9,
2019,1,15,20,성수동,75.6,
2019,1,15,21,성수동,75.2,
2019,1,15,22,성수동,74.8,
2019,1,15,23,성수동,74.1,
2019,1,15,24,성수동,73.4,
2019,1,16,1,성수동,72.2,
2019,1,16,2,성수동,70.9,
2019,1,16,3,성수동,69.9,
2019,1,16,4,성수동,69.2,
2019,1,16,5,성수동,69.6,
2019,1,16,6,성수동,71.3,
2019,1,16,7,성수동,73.2,
2019,1,16,8,성수동,75.5,
2019,1,16,9,성수동,75.7,
2019,1,16,10,성수동,75.7,
2019,1,16,11,성수동,75.4,
2019,1,16,12,성수동,75.3,
2019,1,16,13,성수동,75.3,
2019,1,16,14,성수동,75.3,
2019,1,16,15,성수동,75.3,
2019,1,16,16,성수동,76.5,
2019,1,16,17,성수동,75.6,
2019,1,16,18,성수동,75.6,
2019,1,16,19,성수동,74.6,
2019,1,16,20,성수동,75.6,
2019,1,16,21,성수동,74.5,
2019,1,16,22,성수동,75.0,
2019,1,16,23,성수동,73.8,
2019,1,16,24,성수동,72.9,
2019,1,17,1,성수동,71.7,
2019,1,17,2,성수동,71.4,
2019,1,17,3,성수동,70.0,
2019,1,17,4,성수동,69.5,
2019,1,17,5,성수동,69.9,
2019,1,17,6,성수동,71.2,
2019,1,17,7,성수동,73.4,
2019,1,17,8,성수동,75.2,
2019,1,17,9,성수동,75.7,
2019,1,17,10,성수동,75.7,
2019,1,17,11,성수동,74.8,
2019,1,17,12,성수동,75.5,
2019,1,17,13,성수동,74.7,
2019,1,17,14,성수동,75.1,
2019,1,17,15,성수동,75.2,
2019,1,17,16,성수동,75.3,
2019,1,17,17,성수동,74.9,
2019,1,17,18,성수동,75.0,
2019,1,17,19,성수동,74.9,
2019,1,17,20,성수동,74.9,
2019,1,17,21,성수동,74.0,
2019,1,17,22,성수동,74.0,
2019,1,17,23,성수동,74.1,
2019,1,17,24,성수동,72.5,
2019,1,18,1,성수동,71.7,
2019,1,18,2,성수동,70.6,
2019,1,18,3,성수동,69.9,
2019,1,18,4,성수동,69.3,
2019,1,18,5,성수동,69.8,
2019,1,18,6,성수동,71.8,
2019,1,18,7,성수동,72.5,
2019,1,18,8,성수동,74.8,
2019,1,18,9,성수동,75.9,
2019,1,18,10,성수동,75.8,
2019,1,18,11,성수동,75.5,
2019,1,18,12,성수동,74.8,
2019,1,18,13,성수동,74.9,
2019,1,18,14,성수동,74.8,
2019,1,18,15,성수동,75.0,
2019,1,18,16,성수동,75.3,
2019,1,18,17,성수동,75.5,
2019,1,18,18,성수동,76.2,
2019,1,18,19,성수동,73.6,
2019,1,18,20,성수동,74.0,
2019,1,18,21,성수동,74.6,
2019,1,18,22,성수동,74.4,
2019,1,18,23,성수동,74.0,
2019,1,18,24,성수동,72.7,
2019,1,19,1,성수동,72.6,
2019,1,19,2,성수동,71.4,
2019,1,19,3,성수동,70.7,
2019,1,19,4,성수동,70.6,
2019,1,19,5,성수동,70.6,
2019,1,19,6,성수동,71.1,
2019,1,19,7,성수동,71.9,
2019,1,19,8,성수동,73.1,
2019,1,19,9,성수동,75.2,
2019,1,19,10,성수동,75.4,
2019,1,19,11,성수동,75.4,
2019,1,19,12,성수동,76.3,
2019,1,19,13,성수동,75.0,
2019,1,19,14,성수동,75.4,
2019,1,19,15,성수동,74.8,
2019,1,19,16,성수동,76.1,
2019,1,19,17,성수동,75.3,
2019,1,19,18,성수동,75.5,
2019,1,19,19,성수동,75.2,
2019,1,19,20,성수동,74.4,
2019,1,19,21,성수동,73.8,
2019,1,19,22,성수동,73.4,
2019,1,19,23,성수동,72.8,
2019,1,19,24,성수동,72.7,
2019,1,20,1,성수동,72.7,
2019,1,20,2,성수동,71.0,
2019,1,20,3,성수동,70.5,
2019,1,20,4,성수동,69.6,
2019,1,20,5,성수동,69.5,
2019,1,20,6,성수동,68.6,
2019,1,20,7,성수동,69.9,
2019,1,20,8,성수동,70.7,
2019,1,20,9,성수동,72.7,
2019,1,20,10,성수동,74.0,
2019,1,20,11,성수동,74.0,
2019,1,20,12,성수동,74.0,
2019,1,20,13,성수동,74.4,
2019,1,20,14,성수동,74.2,
2019,1,20,15,성수동,74.2,
2019,1,20,16,성수동,73.9,
2019,1,20,17,성수동,73.9,
2019,1,20,18,성수동,73.7,
2019,1,20,19,성수동,73.9,
2019,1,20,20,성수동,73.9,
2019,1,20,21,성수동,73.1,
2019,1,20,22,성수동,72.8,
2019,1,20,23,성수동,72.5,
2019,1,20,24,성수동,71.8,
2019,1,21,1,성수동,70.4,
2019,1,21,2,성수동,68.7,
2019,1,21,3,성수동,67.7,
2019,1,21,4,성수동,68.0,
2019,1,21,5,성수동,68.4,
2019,1,21,6,성수동,71.2,
2019,1,21,7,성수동,73.4,
2019,1,21,8,성수동,75.0,
2019,1,21,9,성수동,75.1,
2019,1,21,10,성수동,75.4,
2019,1,21,11,성수동,75.2,
2019,1,21,12,성수동,75.7,
2019,1,21,13,성수동,75.4,
2019,1,21,14,성수동,75.5,
2019,1,21,15,성수동,75.3,
2019,1,21,16,성수동,76.0,
2019,1,21,17,성수동,75.7,
2019,1,21,18,성수동,75.3,
2019,1,21,19,성수동,74.2,
2019,1,21,20,성수동,75.6,
2019,1,21,21,성수동,74.4,
2019,1,21,22,성수동,74.3,
2019,1,21,23,성수동,74.2,
2019,1,21,24,성수동,73.0,
2019,1,22,1,성수동,72.2,
2019,1,22,2,성수동,70.8,
2019,1,22,3,성수동,70.2,
2019,1,22,4,성수동,68.1,
2019,1,22,5,성수동,69.6,
2019,1,22,6,성수동,71.3,
2019,1,22,7,성수동,73.1,
2019,1,22,8,성수동,75.0,
2019,1,22,9,성수동,75.4,
2019,1,22,10,성수동,75.8,
2019,1,22,11,성수동,75.3,
2019,1,22,12,성수동,75.9,
2019,1,22,13,성수동,76.1,
2019,1,22,14,성수동,75.6,
2019,1,22,15,성수동,75.4,
2019,1,22,16,성수동,75.6,
2019,1,22,17,성수동,75.8,
2019,1,22,18,성수동,75.3,
2019,1,22,19,성수동,74.7,
