아파트 이름,거래 금액(만원),거래 연도,거래 월,거래 일,전용 면적(㎡),층수,법정동명,도로명 주소
인왕산2차아이파크,"66,500",2017,7,20,84.2395,8,무악동,통일로18길
명륜동주상복합아남아파트,"41,500",2017,7,22,44.37,8,명륜2가,혜화로3길
창신쌍용2,"31,000",2017,7,28,54.7,3,창신동,낙산길
효성쥬얼리시티,"110,000",2017,7,11,178.73,18,인의동,종로
현대,"46,890",2017,7,19,60,1,무악동,통일로
대성스카이렉스,"92,000",2017,8,22,137.55,11,견지동,삼봉로
운현신화타워,"50,000",2017,8,28,84.91,10,익선동,삼일대로32길
인왕산2차아이파크,"69,000",2017,8,25,84.2395,16,무악동,통일로18길
종로청계힐스테이트,"61,500",2017,8,28,84.9478,17,숭인동,숭인동길
창신쌍용1,"47,800",2017,8,26,79.87,8,창신동,동망산길
경희궁의아침4단지,"115,000",2017,8,31,124.17,4,내수동,새문안로3길
광화문스페이스본(101동~105동),"74,700",2017,8,22,70.8,9,사직동,사직로8길
현대,"60,000",2017,8,23,84.92,7,무악동,통일로
대성스카이렉스,"96,500",2017,8,18,149.8,14,견지동,삼봉로
종로중흥S클래스,"13,550",2017,8,30,17.811,16,숭인동,종로66길
광화문스페이스본(101동~105동),"89,000",2017,9,16,94.51,9,사직동,사직로8길
삼전솔하임4차,"13,500",2017,9,28,15.09,15,숭인동,지봉로4길
두산,"59,900",2017,9,9,84.9,17,창신동,지봉로5길
신문로맨션,"56,000",2017,9,6,98.31,9,신문로1가,새문안로3길
인왕산2차아이파크,"70,000",2017,9,12,84.4541,13,무악동,통일로18길
익성씨티하임,"12,800",2017,9,29,15.76,13,숭인동,난계로29가길
삼전솔하임2차,"13,500",2017,9,15,15,7,숭인동,종로58가길
인왕산2차아이파크,"89,000",2017,9,8,112.5301,16,무악동,통일로18길
광화문스페이스본(101동~105동),"80,000",2017,9,25,97.61,6,사직동,사직로8길
운현신화타워,"65,000",2017,9,16,97.74,6,익선동,삼일대로32길
인왕산2차아이파크,"70,000",2017,10,24,84.0283,11,무악동,통일로18길
현대,"65,490",2017,10,20,84.92,17,무악동,통일로
종로청계힐스테이트,"53,500",2017,10,29,59.9426,10,숭인동,숭인동길
삼성,"46,000",2017,10,31,84.93,13,평창동,평창문화로
MID그린(7동),"25,000",2017,10,27,59.04,6,창신동,창신길
현대,"64,490",2017,10,25,84.92,14,무악동,통일로
광화문스페이스본(101동~105동),"125,000",2017,10,27,159.01,9,사직동,사직로8길
롯데캐슬천지인,"73,300",2017,10,28,111.73,16,숭인동,종로
크래스빌,"72,000",2017,10,29,175.81,4,평창동,평창24길
종로청계힐스테이트,"68,000",2017,10,19,84.9478,18,숭인동,숭인동길
현대,"52,000",2017,11,11,60,3,무악동,통일로
현대,"64,990",2017,11,21,84.92,4,무악동,통일로
현대뜨레비앙,"29,300",2017,11,22,46.64,4,익선동,돈화문로11가길
인왕산아이파크,"76,000",2017,11,23,84.858,14,무악동,통일로18길
광화문스페이스본(106동),"145,000",2017,11,24,153.42,3,사직동,경희궁길
청운현대,"78,500",2017,11,29,84.51,4,청운동,자하문로33길
광화문스페이스본(106동),"104,500",2017,11,28,144.52,3,사직동,경희궁길
두산,"58,500",2017,11,22,84.9,7,창신동,지봉로5길
신문로맨션,"59,500",2017,11,23,98.31,8,신문로1가,새문안로3길
광화문스페이스본(106동),"113,000",2017,11,28,150.4,6,사직동,경희궁길
인왕산2차아이파크,"72,500",2017,12,30,84.068,14,무악동,통일로18길
벽산블루밍평창힐스,"88,500",2017,12,19,150.94,4,평창동,평창문화로
인왕산아이파크,"88,500",2017,12,27,114.931,4,무악동,통일로18길
광화문스페이스본(106동),"115,200",2017,12,29,153.42,4,사직동,경희궁길
인왕산아이파크,"70,000",2017,12,26,84.858,1,무악동,통일로18길
대성아파트,"31,000",2017,12,27,94.94,3,행촌동,사직로
MID그린(2동),"23,500",2017,12,23,54.72,4,창신동,창신길
광화문스페이스본(101동~105동),"107,000",2017,12,30,151.81,2,사직동,사직로8길
현대,"67,490",2017,12,12,84.92,23,무악동,통일로
종로센트레빌,"51,500",2017,12,17,59.92,11,숭인동,동망산길
효성쥬얼리시티,"84,000",2018,2,11,92.81,7,인의동,종로
창신쌍용2,"52,000",2018,2,1,106.62,5,창신동,낙산길
광화문스페이스본(101동~105동),"130,000",2018,2,28,159.01,10,사직동,사직로8길
두산,"50,000",2018,2,25,59.95,16,창신동,지봉로5길
벽산블루밍평창힐스,"103,000",2018,2,23,209.98,1,평창동,평창문화로
두산,"50,000",2018,2,21,59.95,18,창신동,지봉로5길
효성쥬얼리시티,"76,000",2018,2,27,106.81,16,인의동,종로
노블레스빌,"90,000",2018,2,23,169.75,7,평창동,평창문화로
흥인,"19,500",2018,2,23,58.23,1,창신동,창신길
벽산블루밍평창힐스,"89,900",2018,2,14,150.94,4,평창동,평창문화로
경희궁자이(2단지),"118,000",2018,3,30,59.895,14,홍파동,송월길
삼성,"35,000",2018,3,19,59.97,2,평창동,평창문화로
두산,"50,000",2018,3,19,59.95,23,창신동,지봉로5길
아남1,"75,000",2018,3,20,84.9,15,명륜2가,창경궁로
아남1,"75,000",2018,3,16,84.9,17,명륜2가,창경궁로
종로센트레빌,"69,000",2018,3,9,84.92,12,숭인동,동망산길
롯데미도파광화문빌딩,"51,800",2018,3,20,93.36,8,당주동,세종대로23길
롯데캐슬천지인,"74,700",2018,3,29,111.73,18,숭인동,종로
경희궁의아침4단지,"113,000",2018,3,9,124.17,16,내수동,새문안로3길
창신쌍용2,"53,800",2018,3,17,106.62,12,창신동,낙산길
인왕산아이파크,"105,000",2018,4,24,114.931,7,무악동,통일로18길
르트랑시망,"70,000",2018,4,30,140.97,1,평창동,평창25길
창신쌍용1,"54,500",2018,4,21,79.87,12,창신동,동망산길
경희궁파크팰리스,"130,000",2018,4,27,146.39,16,내수동,사직로8길
광화문스페이스본(106동),"120,000",2018,4,18,153.42,3,사직동,경희궁길
현대,"69,790",2018,4,25,84.92,4,무악동,통일로
경희궁의아침2단지,"125,000",2018,4,12,140.78,8,내수동,사직로8길
MID그린(7동),"23,800",2018,4,22,59.04,5,창신동,창신길
아남1,"74,000",2018,4,17,84.9,7,명륜2가,창경궁로
르트랑시망,"73,000",2018,4,20,138.53,3,평창동,평창25길
효성쥬얼리시티,"64,000",2018,5,29,92.81,14,인의동,종로
효성쥬얼리시티,"79,000",2018,5,31,106.81,15,인의동,종로
창신이수,"53,000",2018,5,31,120.84,6,창신동,지봉로
효성쥬얼리시티,"71,500",2018,5,30,106.81,10,인의동,종로
일성빌라트,"41,000",2018,5,19,59.82,2,평창동,평창문화로
창신쌍용2,"54,900",2018,5,28,115.53,11,창신동,낙산길
종로센트레빌,"58,000",2018,5,26,59.92,6,숭인동,동망산길
효성쥬얼리시티,"72,000",2018,5,31,103.62,7,인의동,종로
숭인모범103동,"26,000",2018,5,11,59.74,4,숭인동,숭인동2길
현대,"87,490",2018,5,18,114.9,14,무악동,통일로
경희궁의아침4단지,"145,500",2018,6,7,145.96,15,내수동,새문안로3길
효성쥬얼리시티,"57,000",2018,6,13,84.7,14,인의동,종로
할리우드파크아파트,"33,000",2018,6,29,74.8,6,숭인동,동망산길
현대,"85,990",2018,6,13,114.9,18,무악동,통일로
인왕산아이파크,"71,000",2018,6,14,59.993,5,무악동,통일로18길
효성쥬얼리시티,"62,000",2018,6,22,84.64,18,인의동,종로
광화문스페이스본(106동),"119,000",2018,6,1,150.4,7,사직동,경희궁길
효성쥬얼리시티,"63,000",2018,6,14,84.64,11,인의동,종로
할리우드파크아파트,"30,000",2018,6,13,68.77,2,숭인동,동망산길
효성쥬얼리시티,"76,000",2018,6,13,98.39,16,인의동,종로
익성씨티하임,"10,000",2018,7,21,15.42,15,숭인동,난계로29가길
롯데캐슬천지인,"72,200",2018,7,18,84.95,12,숭인동,종로
롯데캐슬로잔,"135,000",2018,7,30,200.165,3,평창동,평창문화로
아남1,"76,000",2018,7,31,84.9,15,명륜2가,창경궁로
할리우드파크아파트,"33,300",2018,7,30,74.8,5,숭인동,동망산길
익성씨티하임,"10,500",2018,7,21,14.48,14,숭인동,난계로29가길
익성씨티하임,"10,500",2018,7,21,14.48,11,숭인동,난계로29가길
익성씨티하임,"10,500",2018,7,21,14.48,15,숭인동,난계로29가길
익성씨티하임,"10,500",2018,7,21,14.48,15,숭인동,난계로29가길
익성씨티하임,"10,500",2018,7,21,15.76,15,숭인동,난계로29가길
경희궁자이(2단지),"139,000",2018,8,22,84.614,9,홍파동,송월길
광화문스페이스본(101동~105동),"133,000",2018,8,9,159.01,14,사직동,사직로8길
현대,"92,200",2018,8,29,114.9,13,무악동,통일로
삼성,"45,000",2018,8,23,84.93,2,평창동,평창문화로
대성스카이렉스,"98,000",2018,8,23,149.72,6,견지동,삼봉로
광화문스페이스본(106동),"170,000",2018,8,31,153.42,10,사직동,경희궁길
대성스카이렉스,"98,000",2018,8,28,149.72,6,견지동,삼봉로
종로센트레빌,"85,000",2018,8,26,114.67,3,숭인동,동망산길
창신쌍용1,"53,500",2018,8,20,79.87,14,창신동,동망산길
롯데낙천대,"80,000",2018,8,25,110.53,12,평창동,평창문화로
경희궁자이(2단지),"160,000",2018,9,8,84.99,18,홍파동,송월길
경희궁자이(2단지),"197,000",2018,9,7,116.938,13,홍파동,송월길
인왕산아이파크,"130,000",2018,9,27,114.931,12,무악동,통일로18길
현대,"64,990",2018,9,1,60,11,무악동,통일로
현대,"68,990",2018,9,27,60,17,무악동,통일로
효성쥬얼리시티,"79,500",2018,9,17,98.39,8,인의동,종로
동문타운,"31,300",2018,9,10,59.56,-1,숭인동,숭인동1길
롯데낙천대,"71,500",2018,9,8,110.53,7,평창동,평창문화로
대아파크빌,"52,500",2018,9,12,84.84,8,신영동,진흥로
동아,"75,500",2018,9,4,99.29,4,교북동,송월길
광화문스페이스본(101동~105동),"141,500",2018,10,25,146.92,11,사직동,사직로8길
아남1,"75,000",2018,10,29,84.9,8,명륜2가,창경궁로
창신쌍용1,"62,000",2018,10,19,79.87,8,창신동,동망산길
청운현대,"81,500",2018,10,31,78.78,4,청운동,자하문로33길
세종,"63,500",2018,10,15,91.46,10,당주동,세종대로23길
롯데캐슬로잔,"138,000",2018,10,10,190.743,5,평창동,평창문화로
브라운스톤창신,"68,000",2018,10,31,84.87,14,창신동,지봉로
오성,"17,500",2018,10,15,56.66,5,숭인동,숭인동1나길
두산,"75,000",2018,10,10,84.9,4,창신동,지봉로5길
두산,"59,000",2018,10,17,59.95,11,창신동,지봉로5길
삼성,"39,500",2018,11,30,59.97,10,평창동,평창문화로
동성아파트(1동),"24,400",2018,11,21,49.56,4,동숭동,동숭4라길
경희궁자이(2단지),"150,000",2018,11,22,84.836,5,홍파동,송월길
벽산블루밍평창힐스,"124,000",2018,11,25,207.28,3,평창동,평창문화로
경희궁자이(2단지),"130,000",2018,11,12,59.855,12,홍파동,송월길
세종로대우,"76,500",2018,11,29,100.44,14,내수동,새문안로3길
킹스매너,"130,000",2018,11,21,194.43,2,내수동,경희궁2길
두산,"70,000",2018,11,14,84.9,13,창신동,지봉로5길
두산,"59,800",2018,11,14,59.95,5,창신동,지봉로5길
아남1,"84,700",2018,11,26,84.9,3,명륜2가,창경궁로
롯데캐슬로잔,"135,500",2018,12,15,190.743,4,평창동,평창문화로
롯데캐슬로잔,"133,000",2018,12,28,190.743,1,평창동,평창문화로
밀레니엄,"41,500",2018,12,20,110.61,2,평창동,평창12길
크래스빌,"90,000",2018,12,15,187.9,4,평창동,평창24길
종로청계힐스테이트,"65,000",2018,12,26,59.9426,2,숭인동,숭인동길
종로청계힐스테이트,"78,700",2018,12,21,84.9478,9,숭인동,숭인동길
혜화훼미리,"45,500",2018,12,3,60.82,7,혜화동,혜화로8길
도시그린빌라,"24,300",2018,12,29,57.45,3,숭인동,숭인동1길
이화에수풀,"20,000",2018,12,18,16.98,7,연건동,대학로
MID그린(4동),"26,800",2018,12,20,59.55,7,창신동,창신길
아남1,"74,800",2019,2,28,84.9,2,명륜2가,창경궁로
밀레니엄,"59,900",2019,2,28,84.41,4,평창동,평창12길
현대뜨레비앙,"29,300",2019,2,27,43.98,7,익선동,돈화문로11가길
동대문,"29,200",2019,2,22,28.8,5,창신동,지봉로
창신쌍용2,"53,500",2019,2,20,79.87,4,창신동,낙산길
경희궁자이(3단지),"121,500",2019,2,12,59.855,6,평동,경교장길
이화에수풀,"19,300",2019,2,28,16.98,10,연건동,대학로
성용,"26,800",2019,2,20,58.23,2,창신동,창신4가길
MID그린(3동),"25,400",2019,2,8,58.91,2,창신동,창신길
아미레스아파트,"59,500",2019,2,16,84.59,4,명륜1가,혜화로5길
삼전솔하임4차,"13,400",2019,3,16,15.09,12,숭인동,지봉로4길
롯데낙천대,"63,000",2019,3,19,87.27,1,평창동,평창문화로
광화문스페이스본(101동~105동),"120,000",2019,3,8,107.91,14,사직동,사직로8길
종로중흥S클래스,"13,900",2019,3,30,19.466,16,숭인동,종로66길
무악다온채,"39,500",2019,3,25,64.12,8,무악동,통일로14길
현대뜨레비앙,"29,000",2019,3,31,46.64,2,익선동,돈화문로11가길
광화문스페이스본(101동~105동),"104,500",2019,3,19,94.51,5,사직동,사직로8길
숭인한양LEEPS,"12,100",2019,3,25,12.78,3,숭인동,난계로29가길
아남1,"85,800",2019,3,1,84.9,13,명륜2가,창경궁로
종로중흥S클래스,"12,500",2019,3,4,17.811,6,숭인동,종로66길
경희궁의아침3단지,"167,000",2019,4,19,174.55,8,내수동,사직로8길
효성쥬얼리시티,"85,000",2019,4,1,98.39,13,인의동,종로
인왕산아이파크,"134,800",2019,4,30,157.289,6,무악동,통일로18길
광화문스페이스본(101동~105동),"148,000",2019,4,22,159.01,6,사직동,사직로8길
경희궁의아침3단지,"167,000",2019,4,18,174.55,8,내수동,사직로8길
경희궁자이(3단지),"141,000",2019,4,18,84.836,16,평동,경교장길
두산,"59,500",2019,4,29,59.95,6,창신동,지봉로5길
동성아파트(1동),"23,000",2019,4,10,49.56,1,동숭동,동숭4라길
경희궁자이(2단지),"146,000",2019,4,14,84.944,15,홍파동,송월길
MID그린(6동),"20,000",2019,4,16,59.04,2,창신동,창신길
경희궁자이(2단지),"194,500",2019,5,27,116.986,13,홍파동,송월길
현대,"81,000",2019,5,18,84.92,3,무악동,통일로
롯데캐슬로잔,"170,000",2019,5,29,219.775,5,평창동,평창문화로
세종로대우,"78,500",2019,5,28,109.91,13,내수동,새문안로3길
광화문스페이스본(106동),"148,000",2019,5,22,163.33,1,사직동,경희궁길
아남1,"80,000",2019,5,23,84.9,6,명륜2가,창경궁로
인왕산아이파크,"93,000",2019,5,18,84.858,5,무악동,통일로18길
삼성,"38,500",2019,5,16,59.97,6,평창동,평창문화로
광화문스페이스본(101동~105동),"106,000",2019,5,21,94.51,5,사직동,사직로8길
현대,"81,900",2019,5,30,84.92,11,무악동,통일로
현대,"86,950",2019,6,27,84.92,19,무악동,통일로
두산,"60,000",2019,6,6,59.95,13,창신동,지봉로5길
경희궁롯데캐슬,"115,000",2019,6,20,84.8792,11,무악동,통일로
현대,"80,990",2019,6,15,84.92,17,무악동,통일로
경희궁자이(2단지),"112,500",2019,6,24,59.895,2,홍파동,송월길
현대,"74,950",2019,6,14,84.92,3,무악동,통일로
경희궁의아침3단지,"178,000",2019,6,13,174.55,12,내수동,사직로8길
경희궁자이(2단지),"150,000",2019,6,26,84.614,9,홍파동,송월길
이화에수풀,"23,500",2019,6,10,19.86,11,연건동,대학로
광화문스페이스본(101동~105동),"117,500",2019,6,17,121.37,2,사직동,사직로8길
경희궁자이(2단지),"129,000",2019,7,29,59.855,10,홍파동,송월길
경희궁롯데캐슬,"133,500",2019,7,30,84.8792,15,무악동,통일로
두산,"85,000",2019,7,29,84.9,14,창신동,지봉로5길
현대,"63,490",2019,7,30,60,5,무악동,통일로
경희궁자이(4단지),"76,000",2019,7,27,37.2635,19,교북동,송월길
인왕산2차아이파크,"120,500",2019,7,25,112.8144,10,무악동,통일로18길
경희궁자이(2단지),"150,000",2019,7,24,84.836,17,홍파동,송월길
경희궁자이(3단지),"148,000",2019,7,14,84.836,14,평동,경교장길
창신쌍용2,"41,000",2019,7,29,54.7,12,창신동,낙산길
경희궁자이(2단지),"150,000",2019,7,17,84.836,1,홍파동,송월길
롯데캐슬천지인,"78,000",2019,8,8,84.95,20,숭인동,종로
동대문맨션,"32,000",2019,8,16,83.83,5,창신동,창신길
광화문스페이스본(101동~105동),"137,000",2019,8,29,146.92,6,사직동,사직로8길
경희궁자이(2단지),"152,500",2019,8,27,84.836,13,홍파동,송월길
경희궁자이(4단지),"96,500",2019,8,27,45.879,12,교북동,송월길
경희궁자이(2단지),"150,500",2019,8,25,84.934,5,홍파동,송월길
경희궁자이(4단지),"95,000",2019,8,31,45.879,19,교북동,송월길
종로센트레빌,"87,500",2019,8,22,114.67,5,숭인동,동망산길
효성쥬얼리시티,"79,000",2019,8,30,103.62,7,인의동,종로
종로중흥S클래스,"13,950",2019,8,29,19.466,15,숭인동,종로66길
현대,"95,500",2019,9,28,114.9,11,무악동,통일로
종로센트레빌,"65,000",2019,9,26,59.92,7,숭인동,동망산길
경희궁자이(2단지),"160,000",2019,9,23,84.836,19,홍파동,송월길
현대,"84,990",2019,9,24,84.92,6,무악동,통일로
경희궁자이(2단지),"188,000",2019,9,25,101.991,20,홍파동,송월길
경희궁의아침3단지,"160,000",2019,9,16,150.48,13,내수동,사직로8길
경희궁자이(2단지),"242,000",2019,9,12,116.844,14,홍파동,송월길
경희궁자이(2단지),"158,000",2019,9,16,84.836,10,홍파동,송월길
명륜동주상복합아남아파트,"52,000",2019,9,28,47.43,6,명륜2가,혜화로3길
아남1,"89,800",2019,9,25,84.9,14,명륜2가,창경궁로
종로센트레빌,"81,000",2019,10,12,84.92,12,숭인동,동망산길
현대,"84,490",2019,10,14,84.92,8,무악동,통일로
경희궁자이(2단지),"157,000",2019,10,29,84.614,2,홍파동,송월길
현대,"69,500",2019,10,15,60,16,무악동,통일로
인왕산아이파크,"109,500",2019,10,26,84.858,17,무악동,통일로18길
경희궁의아침3단지,"147,500",2019,10,30,123.13,7,내수동,사직로8길
광화문스페이스본(101동~105동),"144,000",2019,10,24,159.01,7,사직동,사직로8길
인왕산아이파크,"132,000",2019,10,25,114.931,12,무악동,통일로18길
현대,"98,990",2019,10,28,114.9,17,무악동,통일로
광화문스페이스본(101동~105동),"148,500",2019,10,24,147.31,5,사직동,사직로8길
